"z","Y","std"
-0.0152,1,0.209
-0.6198,0,0.2282
0.4901,1,0.2047
-0.5254,1,0.2288
-0.8715,0,0.2405
-0.7125,0,0.2305
0.3902,1,0.2043
-1.204,0,0.3259
-0.8593,0,0.2395
-1.1225,0,0.2666
-0.8817,0,0.2414
-0.2909,0,0.2407
0.2894,1,0.2046
-1.1716,0,0.2725
-0.5818,0,0.2281
-0.3563,0,0.2362
-0.6402,0,0.2285
0.2263,1,0.2051
0.4589,1,0.2045
-0.8918,0,0.2422
0.1598,1,0.2058
-0.102,1,0.2566
-0.4235,0,0.2324
-1.1164,0,0.2659
0.3433,1,0.2043
0.9018,1,0.2156
1.1676,1,0.234
-1.4413,0,0.3052
0.1909,1,0.2054
0.2187,1,0.2051
-0.4264,0,0.2322
-0.6025,1,0.2281
0.4332,1,0.2044
0.1124,1,0.2764
-1.1887,0,0.2745
0.2265,1,0.2051
-0.7446,0,0.2319
0.087,1,0.207
-0.0553,1,0.21
-0.6206,0,0.2282
-0.5806,0,0.2281
-0.2135,1,0.2147
-1.45,0,0.3276
-0.158,1,0.2516
-0.3755,0,0.235
0.2806,1,0.2046
0,1,0.2087
0.1365,1,0.2062
-0.7907,0,0.2345
0.0802,1,0.2071
-0.8471,0,0.2385
-0.2514,1,0.2438
-1.0502,0,0.2583
-0.0129,1,0.209
-0.7048,0,0.2302
-2.2995,0,0.3586
-0.0908,1,0.2109
0.0236,1,0.2082
-0.114,1,0.2116
-1.0052,0,0.2534
0.5146,1,0.2049
-0.3486,0,0.2367
-1.4747,0,0.3279
0.969,1,0.2192
-0.9166,0,0.2445
0.688,1,0.2078
-0.3939,0,0.2339
0.2188,1,0.2051
0.1634,1,0.2058
-0.5963,0,0.2281
-0.7932,0,0.2347
-0.3749,0,0.2351
-0.1305,1,0.254
-0.2767,0,0.217
-0.5707,0,0.2281
-1.2152,1,0.2777
-0.4054,0,0.2333
-1.0011,0,0.2529
-0.2618,0,0.243
-1.6688,0,0.3309
0.2457,1,0.2049
0.0054,1,0.2086
-0.1298,1,0.212
0.5237,1,0.205
-0.1189,1,0.2117
-0.5386,0,0.2285
0.161,1,0.2058
-0.5785,0,0.2281
-0.533,1,0.2286
-0.8083,0,0.2357
-1.0187,0,0.2548
-0.6065,0,0.2281
-0.0452,1,0.2097
-1.0466,1,0.2579
0.2809,1,0.2046
-0.0569,1,0.2606
-0.2308,0,0.2153
-0.8727,0,0.2406
0.0603,1,0.2074
0.4007,1,0.2043
0.595,1,0.2059
-0.6501,0,0.2286
-0.0406,1,0.2096
-0.5646,0,0.2282
-1.4259,0,0.3033
-1.0399,0,0.2572
-0.4019,1,0.2335
-0.4845,1,0.2299
0.0861,1,0.207
-0.6372,1,0.2284
0.708,1,0.2083
-1.4068,0,0.301
-0.3593,0,0.236
-0.6296,0,0.2283
-0.2724,0,0.2421
-0.202,0,0.2478
0.2353,1,0.205
-0.6962,0,0.2299
-0.7576,0,0.2326
-0.8838,0,0.2415
-0.3778,0,0.2349
-1.2819,0,0.3262
0.2344,1,0.205
-0.5201,0,0.2289
-0.1595,1,0.2515
-0.0502,1,0.2099
-1.0469,0,0.258
-1.0864,0,0.2624
0.6451,1,0.2068
-3.5857,0,0.5857
-0.0988,1,0.2112
0.4157,1,0.2043
0.3917,1,0.2043
-0.448,0,0.2245
-0.0934,1,0.2573
-0.8504,0,0.2388
-1.0445,0,0.2577
-0.2083,0,0.2473
-0.5328,0,0.2286
0.1156,1,0.2065
0.2351,1,0.205
0.486,1,0.2046
0.1874,1,0.2055
-0.2467,1,0.2159
-0.69,0,0.2297
-0.8576,0,0.2394
0.4013,1,0.2043
-2.784,0,0.4063
0.2201,1,0.2051
-0.1249,1,0.2119
-0.269,0,0.2424
-0.3073,1,0.2182
-0.1929,1,0.214
-1.1955,0,0.2754
-0.0801,1,0.2106
-0.7045,1,0.2302
-0.2161,1,0.2148
-1.6044,0,0.3246
-0.1807,1,0.2496
0.2256,1,0.2051
-0.6844,0,0.2295
-0.0796,1,0.2106
9e-04,1,0.2087
-0.1824,1,0.2137
-0.3738,1,0.2351
-1.1197,0,0.2663
0.4589,1,0.2045
0.2015,1,0.2053
-0.5646,0,0.2282
0.2098,1,0.2052
-1.3104,0,0.2893
-0.3019,1,0.2399
-0.6302,0,0.2283
-0.8134,0,0.236
0.712,1,0.2084
0.0425,1,0.2078
-0.1336,1,0.2122
-1.1304,0,0.2676
-0.1114,1,0.2115
-0.612,0,0.2281
-0.2859,1,0.2174
-0.3594,1,0.236
0.2899,1,0.2046
-0.3178,0,0.2186
0.2507,1,0.2048
-0.1983,1,0.2142
-0.4814,0,0.23
0.2398,1,0.2049
-0.996,0,0.2524
8e-04,1,0.2087
-0.5893,0,0.2281
0.3561,1,0.2043
-0.2203,0,0.2463
-0.1979,1,0.2142
-0.402,0,0.2335
-0.4538,0,0.231
0.3345,1,0.2044
-0.082,1,0.2584
0.1287,1,0.2063
-0.8587,0,0.2394
-0.02,1,0.2091
0.358,1,0.2043
-0.5393,0,0.2285
-0.8957,0,0.2426
-0.31,1,0.2183
-1.0646,0,0.2599
-0.6261,0,0.2283
-0.3704,1,0.2353
-0.3395,0,0.2373
-0.0955,1,0.2111
-1.1076,0,0.2649
0.3616,1,0.2043
-1.239,0,0.2806
0.8313,1,0.2124
0.4627,1,0.2045
-0.6638,1,0.2289
-0.7122,0,0.2305
-0.2678,0,0.2425
0.1648,1,0.2058
0.0738,1,0.2072
-0.1372,1,0.2123
-0.2023,1,0.2143
-0.8421,0,0.2381
-1.4614,0,0.3076
-0.4933,0,0.2296
-0.4555,0,0.2309
-0.3419,0,0.2371
0.0117,1,0.2084
-0.3588,0,0.2203
0.1884,1,0.2055
0.1822,1,0.2055
0.3483,1,0.2043
0.3413,1,0.2043
0.3269,1,0.2044
-1.9012,0,0.3367
-0.7563,0,0.2325
0.0094,1,0.2085
-0.9763,0,0.2503
0.3983,1,0.2043
0.2317,1,0.205
0.2392,1,0.2049
-1.1193,0,0.2663
-3.5943,0,0.5883
0.4725,1,0.2045
-0.9519,0,0.2479
-1.2185,0,0.3259
-2.3352,0,0.358
-0.2397,1,0.2447
-0.0235,1,0.2092
0.7101,1,0.2083
0.5861,1,0.2057
-1.0642,0,0.2599
0.1593,1,0.2058
-0.8942,0,0.2425
-0.1122,1,0.2557
-0.6209,0,0.2282
-0.4559,1,0.2309
-1.5379,0,0.3287
-1.1487,0,0.2697
-0.608,0,0.2281
-1.0593,0,0.2593
0.0643,1,0.2074
-0.9463,0,0.2473
-0.695,0,0.2298
-1.0847,0,0.2622
-0.3671,1,0.2207
-0.2301,0,0.2153
0.3417,1,0.2043
-1.0638,0,0.2599
0.1577,1,0.2059
-0.2638,1,0.2165
-0.404,1,0.2334
-0.4621,0,0.2307
1.1938,1,0.2365
0.0446,1,0.2077
0.9553,1,0.2184
-0.7885,0,0.2344
-0.9414,0,0.2468
-1.612,0,0.3255
-0.5179,1,0.2289
-1.0289,0,0.256
-0.5522,0,0.2283
-0.2887,0,0.2175
-0.7288,0,0.2312
0.4277,1,0.2043
0.3515,1,0.2043
-0.0963,1,0.2111
-0.4057,0,0.2333
0.169,1,0.2057
-1.7945,0,0.347
-0.2036,0,0.2144
-1.162,0,0.2713
-0.029,1,0.2094
-0.6944,0,0.2298
-0.0927,1,0.211
-0.7775,0,0.2337
0.3378,1,0.2043
-0.7775,0,0.2337
-0.0754,1,0.2105
-0.632,0,0.2283
-0.7637,0,0.2329
-1.2334,0,0.2799
-0.4853,0,0.2298
-0.2617,0,0.2164
0.6634,1,0.2072
-0.8263,1,0.237
-0.9161,0,0.2444
-0.6671,0,0.229
-1.36,0,0.2954
-0.7709,0,0.2333
-0.7717,0,0.2334
0.177,1,0.2056
-0.7284,1,0.2312
-0.6674,0,0.229
-0.0988,1,0.2569
-1.265,0,0.2838
0.1618,1,0.2058
-0.2594,0,0.2432
-0.9079,0,0.2437
-1.3062,0,0.2888
-0.1697,1,0.2133
-0.1337,1,0.2122
0.2271,1,0.205
-0.2926,0,0.2406
-0.5604,0,0.2282
-1.1872,0,0.2744
0.3286,1,0.2044
-1.3592,0,0.2953
0.198,1,0.2054
0.9289,1,0.217
-0.9869,0,0.2514
0.1381,1,0.2061
-1.4256,0,0.3273
0.0623,1,0.2717
-0.6464,0,0.2286
-2.0678,0,0.3428
-0.3831,0,0.2214
-0.6264,0,0.2283
-0.3174,1,0.2388
-0.432,0,0.232
-0.9897,0,0.2517
-0.4971,1,0.2271
-0.1644,0,0.2511
-0.1822,1,0.2495
-0.1784,1,0.2498
0.1421,1,0.2061
-1.4998,0,0.3122
-0.2554,1,0.2435
-0.9513,0,0.2478
-0.6665,0,0.229
-2.4147,0,0.3642
-0.4449,0,0.2244
-0.1638,1,0.2511
0.1974,1,0.2054
0.0903,1,0.2069
-0.494,1,0.2296
0.03,1,0.208
-0.2161,1,0.2148
-1.4954,0,0.3117
-0.7232,0,0.2309
0.3717,1,0.2043
0.2269,1,0.2051
-0.8419,0,0.2381
-1.1214,0,0.2665
0.399,1,0.2043
-0.3511,1,0.2365
-1.0093,0,0.2538
-0.1117,1,0.2115
-0.4194,0,0.2326
-1.3882,0,0.327
-0.3133,1,0.2391
-0.0699,1,0.2104
0.1252,1,0.2063
-0.4179,0,0.223
0.0837,1,0.207
0.1396,1,0.2061
-1.4029,0,0.3006
-0.4217,0,0.2325
0.5155,1,0.2049
-0.6791,1,0.2293
-0.8617,0,0.2397
-0.2023,0,0.2143
0.4664,1,0.2045
0.2945,1,0.2045
-2.484,0,0.3734
0.3415,1,0.2043
0.2687,1,0.2047
-0.6385,0,0.2284
-2.9167,0,0.4275
-1.5188,0,0.3145
-0.6699,0,0.2291
0.3928,1,0.2043
-0.7698,0,0.2333
-0.5484,0,0.2284
-0.6356,0,0.2284
-0.2382,0,0.2448
-1.0368,0,0.2568
-0.499,1,0.2294
-0.2445,0,0.2443
-0.1272,1,0.212
-0.6916,0,0.2297
-0.4856,1,0.2298
-0.3814,0,0.2347
0.8871,1,0.2149
0.5081,1,0.2048
-0.4096,0,0.2331
0.0023,1,0.2086
-0.4681,0,0.2304
-0.5796,1,0.2281
0.5812,1,0.2057
-0.2879,0,0.241
0.3773,1,0.2043
-0.4308,0,0.2237
0.2877,1,0.2046
-0.1586,1,0.2516
-0.9641,0,0.2491
-0.1067,1,0.2114
-1.6838,0,0.334
-0.3096,0,0.2394
-1.0422,0,0.2574
-0.5284,1,0.2287
-0.9056,0,0.2435
-0.9148,0,0.2443
-0.2107,0,0.2146
0.1109,1,0.2065
-1.127,0,0.2672
0.1552,1,0.2059
-2.3874,0,0.3619
-0.2151,1,0.2467
0.0794,1,0.2071
0.7122,1,0.2084
-1.0394,1,0.2571
-1.0306,0,0.2561
-0.0012,1,0.2658
-0.5857,0,0.2281
-0.5696,1,0.2281
-0.2141,1,0.2147
-0.4601,0,0.2251
0.0838,1,0.207
0.5383,1,0.2051
-0.0092,1,0.2089
-0.7217,1,0.2309
-0.2756,0,0.2419
-0.4282,0,0.2322
0.2838,1,0.2046
0.0565,1,0.2075
-0.7828,0,0.234
0.3427,1,0.2043
-1.7264,0,0.3321
-0.1368,1,0.2123
-0.1704,1,0.2133
-0.3528,1,0.2364
0.2162,1,0.2052
-1.1535,0,0.2703
0.8492,1,0.2131
0.7895,1,0.2108
-0.2146,0,0.2148
-0.1279,1,0.212
-0.0637,1,0.2102
0.5053,1,0.2048
-0.702,1,0.2301
0.2635,1,0.2641
-0.8568,0,0.2393
0.2122,1,0.2052
0.9694,1,0.2192
-0.0423,1,0.2097
-0.0427,1,0.2619
-0.9218,0,0.245
0.0442,1,0.2078
-0.0833,1,0.2583
0.3943,1,0.2043
-0.4676,0,0.2305
0.0247,1,0.2082
-0.5043,0,0.2293
-0.3934,1,0.234
0.1952,1,0.2054
0.2423,1,0.2049
0.2923,1,0.2045
-0.7404,1,0.2317
-0.2986,1,0.2402
-1.1333,0,0.2679
0.5716,1,0.2055
-0.693,1,0.2298
0.1407,1,0.2061
-0.3307,0,0.2192
0.3755,1,0.2043
-0.9837,0,0.2511
-0.3215,0,0.2385
-0.0913,1,0.2575
-0.1376,1,0.2534
-0.4102,1,0.2331
0.3019,1,0.2045
0.5568,1,0.2053
-0.5297,0,0.2289
0.2544,1,0.2048
0.2113,1,0.2052
-0.2131,1,0.2469
-0.5128,0,0.229
-0.8059,1,0.2355
-0.8838,0,0.2415
-0.3534,0,0.2364
-1.5755,0,0.3293
-0.7627,0,0.2329
0.1568,1,0.2059
0.8137,1,0.2117
-0.7734,0,0.2335
-0.8546,0,0.2391
0.721,1,0.2086
0.2932,1,0.2045
-1.1191,0,0.2662
-1.1089,0,0.265
0.803,1,0.2113
-0.1517,1,0.2522
-0.5803,0,0.2281
0.0635,1,0.2074
-0.9089,0,0.2438
-0.3605,1,0.2359
-0.1701,1,0.2506
-1.399,0,0.3271
0.228,1,0.205
-0.0476,1,0.2098
-0.5731,1,0.2281
-0.2958,0,0.2404
-0.1467,1,0.2526
0.6214,1,0.2063
-1.6342,0,0.3303
-0.6714,0,0.2291
-0.3425,0,0.2371
-0.28,1,0.2171
-0.5003,0,0.2294
-0.2162,0,0.2467
-0.4942,0,0.2296
-0.5693,1,0.2281
0.4121,1,0.2043
-0.3457,0,0.2369
-0.0205,1,0.2092
-0.0017,1,0.2657
0.1198,1,0.2064
-0.4874,0,0.2298
-0.1507,1,0.2127
-0.1874,1,0.2491
0.9655,1,0.219
-0.3398,0,0.2373
-0.2272,1,0.2457
-0.4757,0,0.2302
0.0374,1,0.2079
0.1553,1,0.2059
0.2424,1,0.2049
-0.1941,1,0.2485
-0.7651,1,0.233
-0.7857,0,0.2342
-1.9766,0,0.3392
-0.3947,1,0.2339
-0.5692,1,0.2281
-1.1085,0,0.3259
-0.0985,1,0.2569
-1.186,0,0.2742
0.8607,1,0.2136
0.6019,1,0.206
-0.456,1,0.2309
-0.942,0,0.2469
0.4527,1,0.2044
-0.0835,1,0.2107
0.2278,1,0.205
0.4886,1,0.2047
-0.4151,1,0.2328
-0.0345,1,0.2095
0.2265,1,0.2051
-1.4726,0,0.3279
0.2348,1,0.205
0.2782,1,0.2046
-0.0433,1,0.2097
-0.542,0,0.2285
-0.8032,0,0.2353
-0.3921,0,0.2218
-0.7772,0,0.2337
-0.9748,0,0.2502
-0.4577,1,0.2309
0.2829,1,0.2046
-0.0685,1,0.2103
-1.3053,0,0.3263
-0.1923,1,0.2487
-0.891,0,0.2422
-0.2324,0,0.2453
-0.7966,0,0.2349
0.3361,1,0.2044
-0.4932,1,0.2296
-1.4554,0,0.3069
-0.7369,0,0.2316
-1.0478,0,0.2581
-0.5514,1,0.2283
-0.0709,1,0.2104
-0.2746,1,0.242
-0.2077,0,0.2474
-0.3001,0,0.2401
0.0088,1,0.2667
-0.0476,1,0.2098
-0.66,0,0.2288
0.7077,1,0.2083
-0.9345,0,0.2462
0.3649,1,0.2043
0.1209,1,0.2772
0.206,1,0.2053
0.788,1,0.2108
-0.1908,1,0.2488
-0.2867,0,0.2174
0.4446,1,0.2044
-0.0747,1,0.259
-0.5567,0,0.2283
-0.574,0,0.2281
0.0498,1,0.2076
-0.3954,0,0.2339
-1.9915,0,0.3397
-1.0353,0,0.4362
-0.7982,0,0.235
-0.8321,0,0.2374
0.8173,1,0.2118
-1.699,0,0.3316
0.0146,1,0.2084
-0.2045,0,0.2476
-1.1892,0,0.2746
-1.1017,0,0.2642
-0.0379,1,0.2096
0.8682,1,0.214
-0.2011,1,0.2479
-0.7704,1,0.2333
0.5095,1,0.2048
-0.882,0,0.2414
-0.357,1,0.2203
0.052,1,0.2076
0.268,1,0.2047
-0.2992,1,0.2401
0.0465,1,0.2077
0.3489,1,0.2043
-0.6356,0,0.2284
0.1801,1,0.2056
-0.2643,0,0.2428
1.2496,1,0.2421
-0.571,1,0.2314
-0.1247,1,0.2119
-0.4889,0,0.2297
-1.2629,0,0.2835
-0.1941,1,0.2485
-0.6553,0,0.2287
-1.1386,0,0.2685
-0.5164,0,0.229
-1.1857,0,0.2742
-0.2063,0,0.2145
-0.2175,0,0.2465
-0.3943,1,0.2339
0.0099,1,0.2085
-1.0264,0,0.2557
-0.0963,1,0.2571
-0.5501,0,0.2283
0.944,1,0.2178
-0.4196,1,0.2326
-0.0623,1,0.2102
-0.8071,0,0.2356
-0.8118,0,0.2359
-0.91,0,0.2439
-0.302,1,0.2399
0.1804,1,0.2056
-0.2173,0,0.2148
0.4196,1,0.2043
0.0311,1,0.208
-0.8,1,0.2351
0.837,1,0.2126
0.0482,1,0.2077
-0.2234,1,0.2151
-0.6804,0,0.2294
0.1475,1,0.206
-0.979,0,0.2506
-1.0349,0,0.2566
-0.4196,0,0.2326
-0.5124,0,0.2291
-0.8693,0,0.2403
-0.6373,0,0.2284
-0.0234,1,0.2092
0.3467,1,0.2043
-0.6962,0,0.2299
0.0501,1,0.2076
-0.5339,0,0.2286
0.0119,1,0.2084
-0.3551,0,0.2363
-0.1924,1,0.214
-1.26,0,0.3261
0.4292,1,0.2043
-0.4916,0,0.2296
-0.7958,0,0.2349
-0.0714,1,0.2593
-0.5943,0,0.2281
-0.3103,1,0.2183
-0.6275,0,0.2283
0.0198,1,0.2677
-0.9316,0,0.2459
-1.3782,0,0.3269
-1.1084,0,0.265
-0.5764,0,0.2281
0.0097,1,0.2085
-1.2522,0,0.2822
-0.0988,1,0.2112
-0.8783,0,0.2411
-0.6946,0,0.2298
0.2651,1,0.2047
-0.629,0,0.2283
-0.571,1,0.2281
-0.1235,1,0.2119
-0.5352,0,0.2286
-1.2165,0,0.2779
-0.3182,0,0.2186
-0.8177,0,0.2363
-1.3653,0,0.296
0.4222,1,0.2043
-0.1113,1,0.2115
-0.7791,0,0.2338
-0.7894,0,0.2345
-0.7532,0,0.2324
0.2097,1,0.2052
0.4008,1,0.2043
0.4505,1,0.2044
-1.1421,0,0.269
-1.4699,0,0.3086
-0.2943,1,0.2405
-0.7609,0,0.2328
-0.6631,1,0.2289
-0.1916,1,0.2487
0.048,1,0.2703
-0.6797,0,0.2294
-0.5657,1,0.2282
0.8882,1,0.2149
-1.9366,0,0.3378
-0.7594,0,0.2327
0.1176,1,0.2064
-0.3462,0,0.2369
0.4482,1,0.2044
-0.3474,0,0.2199
-0.5315,1,0.2286
-0.0176,1,0.2091
0.0056,1,0.2086
-0.4841,0,0.2299
0.1653,1,0.2058
-0.1712,1,0.2133
-0.1023,1,0.2113
-0.8272,0,0.237
-0.1828,1,0.2137
-0.7771,0,0.2337
-0.9333,0,0.2461
-0.255,1,0.2435
-1.1141,0,0.2657
-0.0719,1,0.2104
-0.0135,1,0.209
-0.2507,1,0.2438
-0.3698,0,0.2354
-0.431,0,0.232
-2.6544,0,0.3888
-0.5544,0,0.2283
-1.0395,0,0.2571
-0.1009,1,0.2112
-0.1552,1,0.2519
-0.7758,1,0.2336
-0.6712,0,0.2291
-2.3752,0,0.361
-0.9094,0,0.2438
0.0314,1,0.208
-1.5551,0,0.329
0.4515,1,0.2044
-0.4148,0,0.2328
-1.3537,0,0.2946
0.7423,1,0.2092
-0.0864,1,0.2108
-1.2077,0,0.2768
-1.4059,0,0.3009
-0.3505,0,0.2366
-0.3423,1,0.2196
-0.4406,0,0.2316
-0.5118,0,0.2291
-0.2958,0,0.2177
-0.3525,0,0.2364
-0.7574,0,0.2326
-1.1378,0,0.2685
-0.729,0,0.2312
0.6044,1,0.206
-0.9109,0,0.244
-0.1302,1,0.2541
0.019,1,0.2083
-0.2989,1,0.2179
-1.347,0,0.2938
-0.6183,0,0.2282
-0.3413,0,0.2196
0.5713,1,0.2055
0.2795,1,0.2046
-0.7691,0,0.2332
-0.128,1,0.2542
1.4731,1,0.271
0.3038,1,0.2045
-0.7706,0,0.2333
-2.045,0,0.3418
-0.7797,0,0.2339
0.0024,1,0.2086
-0.5411,0,0.2285
-0.1686,1,0.2507
-0.8976,0,0.2428
-0.0451,1,0.2617
-0.6997,0,0.23
-0.0069,1,0.2088
0.457,1,0.2045
0.3469,1,0.2043
0.5366,1,0.2051
-0.9828,0,0.251
-1.2532,0,0.2824
-1.0511,0,0.2584
-0.6037,1,0.2281
-2.1125,0,0.3448
0.1671,1,0.2057
-0.2861,0,0.2174
-0.7573,0,0.2326
0.186,1,0.2055
-0.105,1,0.2113
-2.1808,0,0.3483
1.0591,1,0.2252
-0.8143,1,0.2361
-0.0381,1,0.2096
-0.8986,0,0.2428
-0.3878,0,0.2343
-0.1868,1,0.2138
-0.8872,0,0.2418
-0.4727,0,0.2303
0.8505,1,0.2132
-1.2082,0,0.2769
-0.1456,0,0.2527
-0.7572,0,0.2326
-0.4733,0,0.2258
-0.2715,1,0.2422
-1.2455,0,0.326
0.6375,1,0.2066
-1.6734,0,0.331
-0.8801,0,0.2412
0.0846,1,0.207
-0.8904,0,0.2421
0.4168,1,0.2043
-0.1596,1,0.2515
-0.5736,0,0.2281
-0.652,0,0.2287
-1.3224,0,0.3265
-0.5176,1,0.2282
-1.7612,0,0.3329
-0.171,1,0.2505
-0.2288,1,0.2152
0.1368,1,0.2061
-0.3088,0,0.2394
0.7566,1,0.2097
0.0984,1,0.2068
-0.9786,0,0.2506
-0.4675,0,0.2305
-0.707,0,0.2303
-0.1143,1,0.2116
-0.0912,1,0.2575
-0.0884,1,0.2109
-0.3417,0,0.2372
-0.3764,0,0.235
-0.6471,1,0.2286
-1.6372,0,0.3285
0.0412,1,0.2078
-0.1666,1,0.2132
0.1178,1,0.2064
-0.3908,0,0.2341
-0.8506,0,0.2388
0.1884,1,0.2055
0.198,1,0.2054
-0.3782,1,0.2349
-0.6732,0,0.2292
-0.8712,0,0.2405
0.6178,1,0.2063
-2.4205,0,0.3646
0.3189,1,0.2044
-0.9924,0,0.252
-0.1126,1,0.2556
-0.6401,0,0.2285
-0.0749,1,0.2105
-0.3592,1,0.2204
-1.1534,0,0.2703
-1.1815,0,0.2737
-0.6541,0,0.237
-0.3246,1,0.2189
0.0456,1,0.2077
0.0442,1,0.2078
-0.0654,1,0.2103
-0.2658,1,0.2166
-0.5007,1,0.2294
-2.1487,0,0.3466
0.3667,1,0.2043
-0.0503,1,0.2099
-0.9164,0,0.2445
0.0883,1,0.2069
-0.0959,1,0.2111
-0.3207,1,0.2386
0.0279,1,0.2081
-0.1185,1,0.2117
-0.3018,1,0.2399
-0.9663,1,0.2493
-1.072,0,0.326
-0.5589,0,0.2307
-0.1455,1,0.2125
-1.2315,0,0.326
-0.0129,1,0.209
-0.248,0,0.2441
-0.0471,1,0.2098
-0.5524,1,0.2283
0.3757,1,0.2043
0.1221,1,0.2064
-0.8,0,0.2351
0.0219,1,0.2082
-0.5256,0,0.2288
-0.0201,1,0.2091
0.452,1,0.2044
-0.1322,1,0.2121
0.5175,1,0.2049
-0.7149,1,0.2306
-0.1948,1,0.2141
-0.4978,0,0.2295
-0.4356,0,0.2318
-0.3277,1,0.2381
-1.5956,0,0.3296
-0.5001,0,0.2294
-2.0593,0,0.3424
-0.1452,1,0.2125
0.7131,1,0.2084
-0.1179,1,0.2117
-0.8592,0,0.2395
-0.4724,0,0.2303
-0.431,1,0.232
0.5019,1,0.2048
-0.2267,1,0.2458
-0.1317,1,0.2121
-0.1137,1,0.2555
0.1522,1,0.2059
0.7456,1,0.2094
1.1497,1,0.2324
0.714,1,0.2084
-0.407,0,0.2332
-0.8261,0,0.2369
-0.465,0,0.2306
-0.3606,1,0.2359
-0.2956,1,0.2404
-0.759,0,0.2327
0.1649,1,0.2058
-0.1474,1,0.2126
-0.1815,1,0.2136
0.196,1,0.2054
-0.1775,1,0.2499
-0.2501,1,0.2439
-0.2262,1,0.2458
-0.8078,0,0.2357
-0.7192,0,0.2308
-0.397,0,0.2338
-0.6326,0,0.2283
-0.1471,1,0.2526
1.4328,1,0.265
-0.4048,0,0.2333
-0.2686,1,0.2167
-0.4805,0,0.23
0.0853,1,0.2738
-0.1312,1,0.2121
-0.0807,1,0.2585
-2.1014,0,0.3476
-0.0428,1,0.2097
-0.2029,0,0.2144
0.2965,1,0.2045
-0.1157,1,0.2116
-0.0453,1,0.2098
-0.6381,1,0.2284
-0.7371,0,0.2316
0.1845,1,0.2055
-0.1622,1,0.213
-0.4793,0,0.2261
-0.4299,1,0.2321
-0.6967,1,0.2299
-0.2909,1,0.2407
-0.1501,1,0.2523
0.5639,1,0.2054
0.1951,1,0.2054
-0.6377,1,0.2284
-0.9571,0,0.2484
-0.4731,0,0.2303
-0.0712,1,0.2104
-0.4349,0,0.2318
-0.2032,1,0.2562
-0.5079,1,0.2277
-0.7176,0,0.2307
0.4404,1,0.2044
0.0848,1,0.207
-0.1499,1,0.2523
0.6676,1,0.2073
-0.8439,0,0.2383
-0.2702,1,0.2423
0.2613,1,0.2048
0.4966,1,0.2047
0.6346,1,0.2066
-0.5403,0,0.2296
-0.2967,1,0.2178
-0.0382,1,0.2624
0.427,1,0.2043
-0.0582,1,0.2101
-1.5429,0,0.3288
0.3754,1,0.2043
-0.4117,1,0.233
-0.1463,1,0.2125
-0.5524,0,0.2283
0.6563,1,0.207
-0.2128,1,0.2469
-0.8755,0,0.2408
-0.3521,0,0.2365
-0.4166,1,0.2327
0.2529,1,0.2048
-0.1477,1,0.2126
-0.7092,0,0.2304
-0.822,0,0.2366
-0.2385,1,0.2448
-0.9361,0,0.2463
0.1624,1,0.2058
-1.1732,0,0.2727
-0.2183,0,0.2149
-0.4603,0,0.2307
-0.5978,0,0.2281
-0.2344,0,0.2154
-0.0589,1,0.2101
-1.6697,0,0.3323
-0.1934,1,0.214
-0.1382,1,0.2533
-0.5907,1,0.2281
-1.4098,0,0.3272
0.0788,1,0.2071
-0.7291,0,0.2312
-0.5134,1,0.229
-0.258,0,0.2433
-1.0399,0,0.2572
-1.5754,0,0.3212
-0.8808,0,0.2413
-0.5901,1,0.2281
0.2679,1,0.2047
-0.2235,0,0.2151
0.2877,1,0.2046
-0.652,0,0.2287
-1.0754,0,0.2612
-0.0346,1,0.2095
0.3414,1,0.2043
-0.4166,0,0.2327
-0.7618,0,0.2328
-0.3046,1,0.2397
-0.5857,0,0.2281
-0.6723,1,0.2292
0.5941,1,0.2059
-0.4275,0,0.2322
-0.2047,1,0.2144
-0.5674,0,0.2282
-0.2653,1,0.2166
-0.6578,0,0.2288
-0.3569,0,0.2362
-1.3786,0,0.2976
0.3659,1,0.2043
0.1116,1,0.2065
-1.3167,0,0.3264
-1.0352,0,0.2567
-0.228,1,0.2457
-0.4418,1,0.2315
-0.8881,0,0.2419
-0.7528,1,0.2323
0.3536,1,0.2043
-0.837,0,0.2377
-0.1115,1,0.2115
-0.707,0,0.2303
-0.3551,0,0.2363
-0.2769,0,0.2418
-1.3209,0,0.2906
-0.7851,0,0.2342
0.0881,1,0.2069
-0.1559,1,0.2518
-1.1101,0,0.2652
0.29,1,0.2046
-0.1121,1,0.2557
-0.3998,0,0.2336
-0.2391,1,0.2156
-0.9476,0,0.2475
-0.5485,0,0.23
0.3797,1,0.2043
-0.1095,1,0.2559
0.2719,1,0.2047
-0.7313,1,0.2313
-1.0325,0,0.2564
-1.7303,0,0.3322
0.0616,1,0.2074
-0.1175,1,0.2117
-0.2257,1,0.2459
0.0296,1,0.208
-0.5701,0,0.2281
-0.3953,0,0.222
0.1517,1,0.2059
-0.0742,1,0.2105
0.1835,1,0.2055
0.3086,1,0.2045
0.1374,1,0.2061
-0.7138,0,0.2305
1.0721,1,0.2261
0.2772,1,0.2046
-0.7278,1,0.2311
-0.751,1,0.2323
-0.4919,0,0.2296
-0.3146,1,0.2185
0.1398,1,0.2061
0.6205,1,0.2063
-0.8397,0,0.238
-0.7489,0,0.2321
-1.0999,0,0.264
-0.3851,0,0.2344
0.2588,1,0.2048
0.2261,1,0.2051
