"z","Y","std"
-0.5839,1,0.2281
0.1551,1,0.2059
-0.5397,0,0.2285
-0.1927,1,0.2486
-0.2285,0,0.2456
-0.8557,0,0.2392
-0.275,1,0.2419
0.5504,1,0.2053
-0.5705,0,0.2281
-0.4165,0,0.2327
-0.3702,1,0.2208
-0.1986,1,0.2142
0.2953,1,0.2045
0.2374,1,0.205
-1.5067,0,0.313
-0.9506,0,0.2478
-2.0054,0,0.3403
0.3737,1,0.2043
-0.5294,0,0.2287
0.5921,1,0.2058
-0.8532,0,0.239
-0.2361,1,0.2155
-0.2853,0,0.2412
-1.9937,0,0.3398
-0.6389,0,0.2284
-0.6693,0,0.2291
-0.9326,0,0.246
0.177,1,0.2056
0.2465,1,0.2049
-0.1451,1,0.2125
-0.2997,0,0.2401
-0.6815,0,0.2294
0.2243,1,0.2051
-0.0111,1,0.2089
0.1709,1,0.2057
-1.527,0,0.3155
-0.1971,0,0.2142
-1.0894,0,0.2628
0.4561,1,0.2045
-0.1232,1,0.2547
-0.1787,1,0.2136
0.495,1,0.2047
-0.2894,1,0.2409
0.2229,1,0.2051
-0.1422,1,0.253
-0.3603,0,0.2204
-0.7158,0,0.2306
0.9003,1,0.2155
0.3444,1,0.2043
-0.493,1,0.2296
0.3233,1,0.2044
-0.3491,0,0.2367
0.0596,1,0.2075
-0.7869,0,0.2343
-0.797,0,0.2349
-0.3791,1,0.2348
-1.3085,0,0.3264
-0.8941,0,0.2424
-0.1992,1,0.2142
-0.8124,0,0.236
-0.3836,0,0.2215
-0.4186,1,0.2326
-0.7118,0,0.2305
-0.5671,1,0.2282
-0.31,0,0.2393
-0.3099,0,0.2183
0.2219,1,0.2051
-1.7601,0,0.3429
-0.9344,0,0.2462
-0.7113,0,0.2304
-1.1263,0,0.2671
0.3515,1,0.2043
-0.0454,1,0.2617
0.9257,1,0.2168
1.0007,1,0.2212
0.292,1,0.2045
-0.6338,1,0.2284
-0.354,0,0.2364
-0.037,1,0.2095
0.3184,1,0.2044
-0.3136,1,0.2185
-0.631,0,0.2283
-2.1437,0,0.3463
0.3373,1,0.2043
-1.1226,0,0.2667
0.2949,1,0.2045
-0.5482,1,0.2284
-0.6707,0,0.2291
-0.5354,1,0.2286
0.2967,1,0.2045
-0.9266,0,0.2454
-0.3328,1,0.2378
-0.8821,0,0.2414
-0.0086,1,0.2089
-0.1118,1,0.2115
-1.1228,0,0.2667
0.5863,1,0.2057
-0.9936,0,0.2522
-0.9289,0,0.2456
0.1909,1,0.2054
-0.4387,1,0.2317
-0.6112,0,0.2281
1.2879,1,0.2464
-0.1937,1,0.214
0.2206,1,0.2051
-1.3304,0,0.3265
-1.1379,0,0.2685
-0.7456,0,0.232
-0.4904,0,0.2297
0.154,1,0.2059
-0.7178,0,0.2307
-0.3611,1,0.2359
-0.5166,0,0.229
-2.2762,0,0.3539
0.1187,1,0.2064
0.11,1,0.2066
-0.4728,0,0.2303
0.3801,1,0.2043
-0.033,1,0.2095
-0.1966,1,0.2141
0.4719,1,0.2045
-0.5731,0,0.2281
-2.4342,0,0.3658
-0.4395,0,0.2316
-0.2708,1,0.2168
-1.2231,0,0.2787
-0.3087,0,0.2394
0.5694,1,0.2055
-1.5426,0,0.3173
0.5912,1,0.2058
0.0712,1,0.2072
0.158,1,0.2058
-1.3168,0,0.2901
-2.4521,0,0.3674
0.2451,1,0.2049
0.2163,1,0.2052
0.2021,1,0.2053
-1.4454,0,0.3057
-0.0333,1,0.2628
-0.6459,0,0.2286
-1.3771,0,0.2974
0.0203,1,0.2082
-0.9106,0,0.2439
0.0986,1,0.2068
-2.186,0,0.3485
-0.8193,0,0.2365
0.2838,1,0.2046
-1.1567,0,0.2707
0.1836,1,0.2055
-0.2212,1,0.215
-0.7062,0,0.2302
0.2822,1,0.2046
-0.1245,1,0.2546
0.415,1,0.2043
0.1639,1,0.2058
-0.88,0,0.2412
-0.5056,0,0.2292
-0.5764,0,0.2281
-0.9428,1,0.247
-0.0374,1,0.2096
-1.4083,0,0.3272
0.3292,1,0.2044
-0.2716,1,0.2422
0.526,1,0.205
-0.44,0,0.2316
0.6264,1,0.2064
-0.285,1,0.2173
-1.6856,0,0.3313
0.1001,1,0.2067
-0.75,0,0.2322
0.5741,1,0.2056
0.1534,1,0.2059
-0.2635,1,0.2428
-0.012,1,0.209
-0.6596,0,0.2288
-1.7481,0,0.3326
-0.8357,0,0.2377
0.0599,1,0.2714
-0.1154,0,0.2116
-1.0614,0,0.2596
-1.4604,0,0.3277
-1.7599,0,0.3429
-0.0338,1,0.2095
-0.7239,1,0.231
-0.824,0,0.2368
-0.8913,1,0.2422
-0.8626,1,0.2398
-0.7148,0,0.2306
0.2921,1,0.2045
0.2553,1,0.2048
-0.819,0,0.2364
0.0328,1,0.208
0.2781,1,0.2046
0.1952,1,0.2054
-0.1304,1,0.2121
0.1243,1,0.2063
-0.2502,1,0.2439
-1.1646,1,0.2716
-0.843,0,0.2382
-1.3946,0,0.2996
-0.4771,0,0.2301
0.3767,1,0.2043
-0.3959,0,0.2338
-0.9148,0,0.2443
0.3991,1,0.2043
-0.0512,1,0.2612
-0.7357,0,0.2432
-0.4834,0,0.2264
0.1971,1,0.2054
-1.0331,0,0.2564
-0.0401,1,0.2096
0.0805,1,0.2071
-0.1882,1,0.2139
-0.1998,1,0.248
-0.5628,0,0.2282
-0.8635,0,0.2398
-0.9702,0,0.2497
-1.6963,0,0.3315
-0.1488,1,0.2524
0.864,1,0.2138
0.1268,1,0.2063
-0.2852,0,0.2173
-1.2352,0,0.2802
-0.3492,0,0.2367
-0.0341,1,0.2095
1.0448,1,0.2241
-0.8363,0,0.2377
0.1073,1,0.2066
-0.37,0,0.2353
-0.6696,0,0.2291
-0.2542,1,0.2436
0.7455,1,0.2093
-0.8615,0,0.2397
-0.1755,1,0.2135
0.1292,1,0.2063
-0.8194,0,0.2365
-2.053,0,0.3422
-0.4366,0,0.2318
-1.0752,0,0.2612
0.757,1,0.2097
-0.145,1,0.2527
0.284,1,0.2046
-0.1973,1,0.2482
-0.9979,0,0.2526
-1.1715,0,0.2725
-1.2012,0,0.276
-0.9312,0,0.2459
-0.54,0,0.2285
-0.8453,0,0.2384
-0.9263,0,0.2454
0.0079,1,0.2085
-1.0461,0,0.2579
-0.5828,0,0.2281
-0.1634,1,0.2511
-0.6491,0,0.2286
0.4993,1,0.2047
-0.3057,0,0.2397
-0.0381,1,0.2096
-0.0563,1,0.21
-0.9891,1,0.2517
0.5322,1,0.205
-2.3182,0,0.3568
-0.1525,1,0.2521
0.6137,1,0.2062
-0.066,1,0.2103
-0.5871,0,0.2281
-0.3961,1,0.2338
-0.3182,0,0.2388
-0.3009,1,0.24
0.344,1,0.2043
0.4033,1,0.2043
-0.6199,1,0.2282
-0.9249,1,0.2453
-0.1967,1,0.2483
-0.1192,1,0.255
-0.2115,1,0.2146
-1.1626,0,0.2714
-0.2505,1,0.2439
0.8499,1,0.2132
-0.6908,1,0.2297
-0.3533,0,0.2364
0.1949,1,0.2054
-1.5427,0,0.3173
-0.7486,1,0.2321
-0.7835,0,0.2341
-0.8811,0,0.2413
-0.6157,0,0.2282
0.7929,1,0.2109
-0.6237,0,0.2282
-0.8305,1,0.2373
-0.4595,0,0.2308
-0.0182,1,0.2091
-1.2199,0,0.2783
-0.6231,0,0.2282
0.1429,1,0.2061
-0.1014,1,0.2112
-0.7179,0,0.2307
-0.7823,1,0.234
-0.6611,0,0.2289
-1.0152,0,0.2545
-0.2542,0,0.2162
-0.2448,0,0.2443
-0.7166,0,0.2307
0.0096,1,0.2668
-1.7293,0,0.3322
0.0122,1,0.2084
-0.0247,1,0.2636
0.4047,1,0.2043
-0.5423,0,0.2284
-0.5142,1,0.2281
-0.683,0,0.2295
-1.3775,0,0.2975
-1.3645,0,0.2959
-0.6365,0,0.2284
-0.8176,0,0.2363
-0.3006,0,0.24
-0.2831,1,0.2172
-0.8104,1,0.2358
-0.0102,1,0.2089
-0.6521,0,0.2287
-0.8799,1,0.2412
-0.3352,1,0.2376
-1.6362,0,0.3284
-0.1681,1,0.2507
0.058,1,0.2075
0.8977,1,0.2154
-0.382,0,0.2346
0.2596,1,0.2048
-0.1357,1,0.2122
-0.1413,1,0.2531
0.509,1,0.2048
-0.7659,0,0.2331
-0.1299,1,0.2541
-0.7124,0,0.2305
-0.6218,0,0.2282
0.32,1,0.2044
-0.3534,0,0.2364
0.1119,1,0.2065
-0.387,1,0.2343
-0.5857,0,0.2281
-0.2496,0,0.2439
-0.8823,0,0.2414
-1.0769,0,0.2613
0.087,1,0.207
0.397,1,0.2043
-0.447,1,0.2313
-2.0979,0,0.3441
-0.587,1,0.2281
-1.2376,0,0.326
-0.3199,0,0.2386
-0.2606,0,0.2431
-0.6109,0,0.2281
0.5629,1,0.2054
0.154,1,0.2059
0.6759,1,0.2075
0.3575,1,0.2043
-0.4771,0,0.2301
0.2291,1,0.205
-0.3191,0,0.2187
-1.3354,0,0.2924
0.5945,1,0.2059
-0.4123,1,0.233
-0.074,1,0.2105
-1.0983,0,0.2638
0.4147,1,0.2043
-0.2057,0,0.2475
0.543,1,0.2052
-0.8553,0,0.2392
0.7137,1,0.2084
-0.6782,0,0.2293
-0.3474,0,0.2368
0.6389,1,0.2067
-0.5019,1,0.2293
-0.1375,1,0.2534
-0.8947,0,0.2425
-0.2156,1,0.2467
-0.7808,0,0.2339
-0.0879,1,0.2578
0.6699,1,0.2073
-0.1802,1,0.2497
-0.8106,0,0.2358
-0.1579,1,0.2516
0.4184,1,0.2043
0.1831,1,0.2055
-1.1204,0,0.2664
-0.5117,0,0.2279
-0.6731,0,0.2292
-0.0672,1,0.2103
-0.0636,1,0.2102
-1.4493,0,0.3062
0.994,1,0.2207
0.3513,1,0.2043
-0.36,0,0.2204
-1.2863,0,0.2864
-0.9833,0,0.2511
-1.0953,0,0.2635
-0.6849,0,0.2295
-1.0802,0,0.2617
-1.2043,1,0.2764
0.1677,1,0.2057
-0.798,0,0.235
-0.2068,0,0.2474
-0.7636,0,0.2329
-0.7326,0,0.2314
-1.0116,0,0.2541
0.5014,1,0.2048
-0.3946,1,0.2339
-0.5744,0,0.2281
-0.1816,1,0.2496
0.1513,1,0.2059
-0.3714,1,0.2353
-0.4803,0,0.23
-0.9226,0,0.245
-2.2708,0,0.3536
0.806,1,0.2114
0.3209,1,0.2044
0.8652,1,0.2138
-1.0827,0,0.262
-0.7805,1,0.2339
0.2176,1,0.2051
-0.3837,0,0.2345
-0.2173,0,0.2466
-0.1185,1,0.2117
0.0595,1,0.2075
0.0444,1,0.2077
-0.4145,0,0.2328
0.0213,1,0.2082
-0.4766,1,0.2301
-0.2918,1,0.2407
0.2419,1,0.2049
-1.2105,0,0.2772
0.3948,1,0.2043
0.6569,1,0.207
-0.0936,1,0.2573
-0.87,0,0.2404
-1.2367,0,0.2803
-0.6986,0,0.23
-0.3345,1,0.2376
0.8316,1,0.2124
-0.7414,0,0.2318
0.6009,1,0.206
-1.0465,0,0.2579
0.2997,1,0.2045
-0.2221,1,0.2462
-0.4759,1,0.2302
-0.3968,1,0.2221
-0.8353,0,0.2376
-1.165,0,0.2717
0.3047,1,0.2045
-1.6991,0,0.3316
-0.9102,0,0.2439
-2.4055,0,0.3634
-0.6288,1,0.2283
-0.176,1,0.2501
-1.1071,0,0.2648
0.1119,1,0.2065
0.1226,1,0.2064
-0.4932,1,0.2296
0.5535,1,0.2053
-0.7765,0,0.2337
0.3901,1,0.2043
-0.1872,1,0.2138
-1.2483,0,0.2818
0.3113,1,0.2044
0.2506,1,0.2048
-0.2502,1,0.2439
-0.9511,0,0.2478
-1.238,0,0.2805
0.3083,1,0.2045
0.8511,1,0.2132
-0.1314,1,0.2539
-0.4204,0,0.2325
0.3177,1,0.2044
-0.2479,0,0.2159
-0.1833,1,0.2494
-2.4423,0,0.3665
-0.4281,0,0.2235
-0.539,1,0.2285
-0.8221,0,0.2367
-0.6194,0,0.2282
-0.6536,0,0.2287
-0.2316,1,0.2153
-0.2342,1,0.2452
-0.7544,0,0.2324
-0.7299,0,0.2312
-0.7069,0,0.2303
-0.9099,0,0.2439
-0.005,1,0.2088
-0.1856,1,0.2492
-0.9344,0,0.2462
0.2106,1,0.2052
-0.5719,1,0.2281
0.4111,1,0.2043
-1.5094,0,0.3283
-0.0061,1,0.2088
-1.3659,0,0.3268
-0.9143,0,0.2443
0.2688,1,0.2047
-0.211,0,0.2146
-0.1356,1,0.2536
0.3189,1,0.2044
0.2035,1,0.2053
-0.9159,0,0.2444
-0.435,0,0.2318
-1.1786,0,0.2733
-1.0445,0,0.2577
-0.5282,0,0.2287
-0.5604,1,0.2282
0.311,1,0.2044
0.3002,1,0.2045
0.225,1,0.2051
-0.67,0,0.2291
-0.832,0,0.2374
-0.7568,1,0.2326
-0.8692,0,0.2403
0.1295,1,0.2063
-0.5294,0,0.2287
-0.3136,1,0.2391
-0.9566,0,0.2483
-2.2858,0,0.3577
-1.0354,0,0.2567
-0.0606,1,0.2101
0.1476,1,0.206
0.4159,1,0.2043
-1.263,0,0.2835
-0.5994,1,0.2281
-0.0623,1,0.2602
0.3043,1,0.2045
-0.4662,1,0.2305
0.3256,1,0.2044
0.0115,1,0.2084
-0.1177,1,0.2117
-1.1898,0,0.2747
-0.5468,0,0.2284
-0.1536,1,0.2128
-0.6122,1,0.2281
-0.1774,1,0.2499
-0.876,0,0.2409
-0.947,0,0.2474
-0.3248,1,0.2383
-1.176,0,0.273
0.3012,1,0.2045
-1.0767,0,0.2613
-0.8217,0,0.2366
0.1339,1,0.2784
-0.0191,1,0.2091
-1.3792,0,0.3269
-0.4305,0,0.2321
0.3347,1,0.2044
0.2703,1,0.2047
-0.1919,1,0.214
-0.3931,0,0.234
-0.0553,1,0.21
-0.5298,0,0.2287
-0.3013,0,0.24
-0.1328,1,0.2121
-0.7058,0,0.2302
0.077,1,0.2071
-0.1176,1,0.2117
-1.1595,0,0.271
-0.1624,1,0.213
-0.0885,1,0.2578
-0.1419,1,0.2124
-1.1164,0,0.2659
-0.8161,0,0.2362
-0.4922,1,0.2296
-0.5964,0,0.2281
-0.4134,1,0.2329
0.7124,1,0.2084
-1.3515,0,0.3267
-0.2933,0,0.2406
0.0352,1,0.2079
-0.5033,0,0.2293
-0.1921,1,0.214
-0.3592,1,0.236
-0.257,1,0.2433
-0.0319,0,0.2629
-0.866,0,0.24
0.2225,1,0.2051
-1.0331,0,0.3261
0.123,1,0.2064
-0.8417,0,0.2381
-0.1483,1,0.2525
-0.933,1,0.246
-0.3116,1,0.2184
-0.8644,0,0.2399
0.0051,1,0.2086
0.2008,1,0.2053
1.0771,1,0.2265
0.8621,1,0.2137
-0.7353,0,0.2315
-0.8258,0,0.2369
-1.2049,0,0.2765
-0.5707,1,0.2314
-1.4287,0,0.3274
-1.0837,0,0.2621
-0.7743,0,0.2335
0.2743,1,0.2047
0.1525,1,0.2059
0.7363,1,0.2091
-0.7621,0,0.2328
0.0561,1,0.2075
-0.1716,0,0.2504
-0.6981,0,0.23
-0.4905,1,0.2297
-2.4874,0,0.3706
-0.0524,1,0.2099
-0.3463,1,0.2369
0.1737,1,0.2056
-0.9619,0,0.2489
-0.2338,0,0.2452
0.8575,1,0.2135
-0.2546,0,0.2435
-0.3426,1,0.2371
-0.9959,0,0.2524
-0.0632,1,0.2601
-0.6695,0,0.2291
-0.8054,0,0.2355
0.2877,1,0.2046
-1.175,0,0.2729
-0.1484,0,0.2525
-0.6888,0,0.2296
-0.8364,0,0.2377
-1.5044,0,0.3128
0.036,1,0.2079
0.4653,1,0.2045
-1.3215,0,0.2907
-0.6178,0,0.2282
-1.1775,0,0.2732
0.3243,1,0.2044
0.1357,1,0.2062
-0.7396,0,0.2317
-0.1078,1,0.256
-0.3674,1,0.2355
0.1891,1,0.2055
-0.7275,0,0.2311
-0.6377,0,0.2284
-1.9877,0,0.3396
-0.0131,1,0.209
0.1368,1,0.2061
-0.4385,1,0.2317
0.4641,1,0.2045
-0.1901,1,0.2488
-0.8609,0,0.2396
-0.4216,0,0.2325
-0.056,1,0.21
-0.9379,0,0.2465
-0.7065,1,0.2303
-1.5464,0,0.3178
-0.7423,0,0.2318
-0.148,1,0.2126
-0.7839,0,0.2341
0.211,1,0.2052
-0.183,1,0.2137
-0.8424,0,0.2382
0.1652,1,0.2058
0.8961,1,0.2153
1.1818,1,0.2354
-0.9001,0,0.243
-0.7136,0,0.2305
-0.548,0,0.2284
-0.1781,1,0.2135
-0.9867,0,0.2514
-0.2347,1,0.2451
0.0057,1,0.2086
-0.0115,1,0.2089
0.3541,1,0.2043
-0.3877,0,0.2343
0.6128,1,0.2062
-0.43,0,0.2321
0.1393,1,0.2061
-0.2409,1,0.2446
-0.8092,0,0.2358
-0.5034,0,0.2293
-1.3102,0,0.2893
-0.0709,1,0.2104
-0.5582,0,0.2282
0.8092,1,0.2115
-0.7234,0,0.2309
-0.2144,0,0.2468
-0.3574,0,0.2361
-0.1045,1,0.2113
-1.3291,0,0.2916
-1.2115,0,0.2773
-0.6147,1,0.2282
-0.4897,0,0.2297
0.0605,1,0.2074
-0.1503,1,0.2127
-0.2666,1,0.2426
-1.2487,0,0.2818
-0.5238,0,0.2288
-0.6557,1,0.2288
-1.6815,0,0.3312
-0.4477,0,0.2313
-0.5025,0,0.2274
-0.1483,1,0.2525
-0.7262,1,0.2311
0.3147,1,0.2044
-0.1244,1,0.2119
-0.4867,0,0.2298
-1.548,0,0.3289
-0.6925,0,0.2298
-0.0754,1,0.2105
0.5936,1,0.2059
-0.5368,0,0.2285
-0.7285,0,0.2312
-0.4571,0,0.2309
-1.241,0,0.2809
0.2147,1,0.2052
-0.0528,1,0.2099
-0.3174,1,0.2186
-0.513,1,0.229
-1.0817,1,0.2619
0.0238,1,0.2082
0.5074,1,0.2048
-0.8445,0,0.2383
-0.1993,1,0.2481
-0.1067,1,0.2114
-1.1223,0,0.3259
-0.4277,1,0.2337
-1.6514,0,0.3306
0.7149,1,0.2085
0.1558,1,0.2059
-0.5873,0,0.2281
-1.1196,0,0.2663
-0.2157,1,0.2467
0.2893,1,0.2046
-0.0161,1,0.2091
-0.392,1,0.2341
-1.0104,0,0.2539
-0.0917,1,0.2575
-0.4226,0,0.2324
-0.3165,0,0.2389
0.1961,1,0.2054
-0.2209,0,0.2463
-0.098,1,0.2111
-0.7407,1,0.2317
0.0046,1,0.2086
-0.565,0,0.2282
0.1904,1,0.2054
-0.9691,0,0.2496
-0.3665,1,0.2356
-1.0842,0,0.2622
-3.5635,0,0.5792
-0.7973,0,0.235
-0.7847,1,0.2342
-0.6523,1,0.2287
-0.6968,0,0.2299
-0.3556,0,0.2362
-0.2911,1,0.2407
-0.4275,0,0.2235
-2.5171,0,0.3735
-0.6828,0,0.2295
-0.6445,1,0.2285
0.0503,1,0.2076
0.4914,1,0.2047
0.1649,1,0.2058
0.0046,1,0.2086
-0.4396,0,0.2316
-1.0352,0,0.2567
0.0965,1,0.2068
0.2973,1,0.2045
-0.8901,0,0.2421
-0.8523,0,0.2389
-0.1907,1,0.2488
0.4791,1,0.2046
-0.0553,1,0.21
-0.1983,1,0.2482
0.61,1,0.2061
-0.9569,0,0.2484
-0.101,1,0.2112
0.3632,1,0.2043
0.0937,1,0.2068
-1.5447,0,0.3288
-0.2392,1,0.2156
-0.7985,0,0.235
-0.1631,1,0.2512
-0.2906,1,0.2175
0.1677,1,0.2057
0.8258,1,0.2122
-0.5913,1,0.2281
-0.4943,0,0.2296
-1.4558,0,0.3069
-0.7476,1,0.2321
-0.627,0,0.2283
-0.0954,1,0.2572
0.2114,1,0.2052
-0.2721,1,0.2422
0.8696,1,0.214
-0.0094,1,0.265
-0.6255,0,0.2283
-1.9843,0,0.3395
-0.9068,0,0.2436
0.0514,1,0.2076
-1.094,0,0.2633
0.0432,1,0.2078
-0.6379,0,0.2284
-0.6982,0,0.23
0.3162,1,0.2044
-0.6927,0,0.2298
-2.8068,0,0.4097
-0.1068,1,0.2114
0.4737,1,0.2046
0.0496,1,0.2076
-1.7686,0,0.3331
-0.1982,1,0.2482
0.034,1,0.208
0.0624,1,0.2074
0.5664,1,0.2055
-0.0719,1,0.2593
-0.2305,0,0.2455
0.6121,1,0.2062
-0.1975,1,0.2482
-0.6811,0,0.2294
-0.4093,1,0.2331
-1.0077,0,0.2537
-0.7311,0,0.2313
-0.0907,1,0.2576
-0.8431,0,0.2382
0.6569,1,0.207
-1.8204,0,0.35
-0.1825,1,0.2495
-0.688,1,0.2296
-0.5703,0,0.2281
-0.8769,0,0.241
0.3912,1,0.2043
-0.1736,1,0.2134
-0.2592,0,0.2432
-0.0443,1,0.2618
-0.4485,0,0.2312
0.0538,1,0.2076
-0.4039,1,0.2334
-0.2766,1,0.2418
-0.8091,0,0.2357
0.6308,1,0.2065
0.1621,1,0.2058
-1.7338,0,0.3323
0.1307,1,0.2062
-0.41,0,0.2331
-0.2587,1,0.2163
-0.3385,1,0.2195
-0.2624,1,0.2429
0.1241,1,0.2063
-0.7084,1,0.2303
-0.1734,1,0.2134
-0.3979,0,0.2337
-0.9452,0,0.2472
-0.2791,1,0.2416
0.0926,1,0.2069
-0.7776,0,0.2337
-0.7002,0,0.23
0.0885,0,0.2069
-0.3767,1,0.2211
-0.4237,1,0.2233
-1.0843,0,0.2622
0.0842,1,0.207
-0.6536,0,0.2287
-0.9043,0,0.2434
-0.201,1,0.2479
-0.8407,0,0.238
-0.0026,1,0.2087
-0.2028,0,0.2478
0.0013,1,0.2087
0.2164,1,0.2052
-0.5433,0,0.2284
-0.6619,0,0.2289
-0.348,1,0.2367
-0.17,1,0.2133
-0.8143,0,0.2361
-1.1478,0,0.2696
0.2082,1,0.2052
-1.1376,0,0.2684
-0.3911,1,0.2341
0.0087,1,0.2085
-0.1605,1,0.213
-0.3717,1,0.2209
0.7752,1,0.2103
-0.8493,0,0.2387
0.1307,1,0.2062
-1.8376,0,0.3348
0.6646,1,0.2072
0.0399,1,0.2078
-0.1543,1,0.2519
0.2745,1,0.2047
-0.2687,1,0.2167
-1.2481,0,0.2817
-1.1459,0,0.2694
-0.3018,1,0.2399
0.1508,1,0.2059
0.1894,1,0.2055
-0.9404,0,0.2467
-1.2768,0,0.2852
0.0057,1,0.2086
-0.3386,1,0.2195
-1.7532,0,0.3327
0.2812,1,0.2046
-1.0102,0,0.2539
-0.091,1,0.2109
0.1257,1,0.2063
0.041,1,0.2697
-0.3022,1,0.2399
-1.3821,0,0.3269
-0.9544,0,0.2481
-0.6239,1,0.2348
0.6256,1,0.2064
-0.7056,0,0.2302
-0.6169,0,0.2282
0.2772,1,0.2046
-0.2452,1,0.2158
-0.6357,0,0.2284
-0.8108,0,0.2359
-1.6333,0,0.3303
-0.7883,0,0.2344
-0.1128,1,0.2116
-0.7155,0,0.2306
-0.1113,1,0.2557
-1.8358,0,0.3348
-0.6983,0,0.23
-0.8426,0,0.2382
0.4091,1,0.2043
-0.4014,0,0.2335
0.126,1,0.2063
-0.3185,0,0.2387
-0.1468,1,0.2126
0.3708,1,0.2043
-0.091,1,0.2109
-0.853,0,0.239
-0.3434,1,0.237
-1.7703,0,0.3366
0.1,1,0.2752
-0.0688,1,0.2104
-0.277,1,0.2418
-1.0074,0,0.2536
0.3421,1,0.2043
-0.132,1,0.2121
0.2605,1,0.2048
-0.5367,0,0.2285
-0.8151,0,0.2362
-1.2178,0,0.3259
-0.981,0,0.2508
0.2484,1,0.2049
-0.0543,1,0.21
-1.1406,0,0.2688
1.3199,1,0.2501
0.0187,1,0.2083
0.0964,1,0.2068
0.2771,1,0.2046
-0.341,1,0.2372
-0.5112,1,0.2291
-0.2434,0,0.2158
-0.822,0,0.2366
-0.0051,1,0.2088
0.4546,1,0.2044
-0.3143,1,0.239
-0.4484,0,0.2312
-0.6798,0,0.2294
-0.3577,1,0.2361
-0.4164,0,0.2327
-0.1082,1,0.256
-0.5053,1,0.2292
0.1077,1,0.2066
0.1661,1,0.2057
-0.9589,0,0.2486
-0.6587,0,0.2288
0.185,1,0.2055
-1.173,0,0.2726
-0.751,1,0.2323
-0.9205,0,0.2448
-1.2027,0,0.2762
0.2644,1,0.2047
0.2159,1,0.2052
-0.9545,0,0.2481
-0.4316,1,0.2237
-0.4423,0,0.2315
-0.8224,1,0.2367
-0.944,0,0.2471
-1.1311,0,0.2677
-1.2112,0,0.2773
-1.0487,0,0.2582
0.453,1,0.2044
0.3653,1,0.2043
-0.6131,0,0.2281
-0.637,1,0.2284
0.1795,1,0.2056
-0.0503,1,0.2099
-0.9013,0,0.2431
-0.3593,0,0.2204
0.2942,1,0.2045
-0.7305,0,0.2313
-0.1707,1,0.2505
0.184,1,0.2055
-1.185,0,0.2741
-0.0719,1,0.2104
-0.3274,0,0.219
0.3066,1,0.2045
0.2314,1,0.205
0.2471,1,0.2049
-0.9017,0,0.2431
0.1057,1,0.2066
-0.1405,1,0.2124
-0.2236,1,0.246
-1.0312,0,0.2562
-0.2213,1,0.215
-0.8167,0,0.2363
-1.0061,0,0.2535
0.1364,1,0.2062
-1.3492,0,0.294
-0.3566,0,0.2362
-0.1334,1,0.2538
-0.0418,1,0.2097
0.2138,1,0.2052
-0.0401,1,0.2096
-0.5619,0,0.2282
-0.8234,0,0.2367
-0.9245,0,0.2452
-0.5906,0,0.2281
0.4113,1,0.2043
-0.8365,0,0.2377
-0.6912,0,0.2297
-0.4019,0,0.2335
-0.3075,0,0.2395
-1.1145,0,0.2657
-0.2889,1,0.2175
-1.1781,0,0.2733
0.6893,1,0.2078
0.2231,1,0.2051
-0.3275,1,0.2381
-0.0502,1,0.2099
-0.0308,1,0.263
-0.7789,0,0.2354
-0.0341,1,0.2095
-0.1052,1,0.2113
0.5183,1,0.2049
-0.4959,0,0.2295
0.1894,1,0.2055
-0.8065,0,0.2356
-0.0498,1,0.2099
-0.953,0,0.248
0.1778,1,0.2056
-0.3949,0,0.2339
-0.8033,0,0.2354
-0.9093,0,0.2438
-0.3339,0,0.2377
0.3173,1,0.2044
0.1082,1,0.2066
-0.6644,0,0.2289
0.2704,1,0.2047
-0.4717,1,0.2257
-0.7481,1,0.2321
0.5424,1,0.2052
-0.09,1,0.2109
-0.1869,1,0.2138
-0.0103,1,0.2089
-0.5385,0,0.2285
-0.7808,0,0.2339
0.2801,1,0.2046
-0.2316,0,0.2153
-1.4293,0,0.3274
-1.9571,0,0.3385
-0.9518,0,0.2479
-0.8023,0,0.2353
0.4448,1,0.2044
-0.8997,0,0.2429
-0.0827,1,0.2107
0.1175,1,0.2064
-0.7079,0,0.2303
0.023,1,0.2082
0.3072,1,0.2045
-0.0264,1,0.2634
0.0457,1,0.2077
0.1596,1,0.2058
-1.4837,0,0.3103
-0.3025,1,0.2399
-1.6213,0,0.3266
-1.0635,0,0.2598
-0.2133,1,0.2469
-1.2702,0,0.2844
0.4896,1,0.2047
-0.1627,1,0.213
0.2429,1,0.2049
0.7042,1,0.2082
-1.349,0,0.294
-0.3118,0,0.2392
-0.3615,1,0.2205
0.1725,1,0.2057
-0.158,1,0.2516
-1.2267,0,0.326
0.4386,1,0.2044
-0.1217,1,0.2118
-2.0008,0,0.3401
0.2577,1,0.2048
0.4203,1,0.2043
-0.2649,1,0.2166
-0.8118,0,0.2359
-0.9363,0,0.2464
-1.4406,0,0.3275
-0.1276,1,0.212
-0.9333,0,0.2461
-0.1261,1,0.2119
0.1313,1,0.2781
0.476,1,0.2046
-0.9857,0,0.2513
-0.8555,0,0.2392
-0.5641,0,0.2282
-0.326,0,0.2382
0.5967,1,0.2059
-1.629,0,0.3302
-0.2478,1,0.2159
0.2025,1,0.2053
-0.6457,0,0.2286
-0.277,1,0.217
-1.5913,0,0.3231
0.6625,1,0.2072
0.4596,1,0.2045
-0.5265,0,0.2287
